Chart Count,Pressure [ Pa ]
3.97000000e+02, -9.20479919e+02
3.98000000e+02, -9.19776978e+02
3.99000000e+02, -9.19074097e+02
4.00000000e+02, -9.18465698e+02
4.01000000e+02, -9.17898376e+02
4.02000000e+02, -9.17331055e+02
4.03000000e+02, -9.16763733e+02
4.04000000e+02, -9.16196411e+02
4.05000000e+02, -9.15695435e+02
4.06000000e+02, -9.15221924e+02
4.07000000e+02, -9.14748596e+02
4.08000000e+02, -9.14275208e+02
4.09000000e+02, -9.13801880e+02
4.10000000e+02, -9.13344421e+02
4.11000000e+02, -9.12893311e+02
4.12000000e+02, -9.12442139e+02
4.13000000e+02, -9.11991089e+02
4.14000000e+02, -9.11539978e+02
4.15000000e+02, -9.11085999e+02
4.16000000e+02, -9.10630859e+02
4.17000000e+02, -9.10175659e+02
4.18000000e+02, -9.09720581e+02
4.19000000e+02, -9.09265442e+02
4.20000000e+02, -9.08758301e+02
4.21000000e+02, -9.08231934e+02
4.22000000e+02, -9.07705566e+02
4.23000000e+02, -9.07179260e+02
4.24000000e+02, -9.06652893e+02
4.25000000e+02, -9.05934326e+02
4.26000000e+02, -9.05148254e+02
4.27000000e+02, -9.04362122e+02
4.28000000e+02, -9.03576050e+02
4.29000000e+02, -9.02789978e+02
4.30000000e+02, -9.02068787e+02
4.31000000e+02, -9.01369263e+02
4.32000000e+02, -9.00669800e+02
4.33000000e+02, -8.99970337e+02
4.34000000e+02, -8.99270874e+02
4.35000000e+02, -8.98609741e+02
4.36000000e+02, -8.97960815e+02
4.37000000e+02, -8.97312012e+02
4.38000000e+02, -8.96663086e+02
4.39000000e+02, -8.96014160e+02
4.40000000e+02, -8.95489075e+02
4.41000000e+02, -8.95001709e+02
4.42000000e+02, -8.94514404e+02
4.43000000e+02, -8.94027100e+02
4.44000000e+02, -8.93539795e+02
4.45000000e+02, -8.93029846e+02
4.46000000e+02, -8.92513489e+02
4.47000000e+02, -8.91997070e+02
4.48000000e+02, -8.91480591e+02
4.49000000e+02, -8.90964233e+02
4.50000000e+02, -8.90417358e+02
4.51000000e+02, -8.89862122e+02
4.52000000e+02, -8.89306885e+02
4.53000000e+02, -8.88751587e+02
4.54000000e+02, -8.88196411e+02
4.55000000e+02, -8.87653809e+02
4.56000000e+02, -8.87114502e+02
4.57000000e+02, -8.86575317e+02
4.58000000e+02, -8.86036011e+02
4.59000000e+02, -8.85496765e+02
4.60000000e+02, -8.84930542e+02
4.61000000e+02, -8.84357605e+02
4.62000000e+02, -8.83784790e+02
4.63000000e+02, -8.83211853e+02
4.64000000e+02, -8.82638977e+02
4.65000000e+02, -8.81983154e+02
4.66000000e+02, -8.81307739e+02
4.67000000e+02, -8.80632507e+02
4.68000000e+02, -8.79957153e+02
4.69000000e+02, -8.79281860e+02
4.70000000e+02, -8.78554749e+02
4.71000000e+02, -8.77816040e+02
4.72000000e+02, -8.77077393e+02
4.73000000e+02, -8.76338867e+02
4.74000000e+02, -8.75600220e+02
4.75000000e+02, -8.74929138e+02
4.76000000e+02, -8.74272034e+02
4.77000000e+02, -8.73614990e+02
4.78000000e+02, -8.72957947e+02
4.79000000e+02, -8.72300903e+02
4.80000000e+02, -8.71707031e+02
4.81000000e+02, -8.71125549e+02
4.82000000e+02, -8.70544067e+02
4.83000000e+02, -8.69962585e+02
4.84000000e+02, -8.69381104e+02
4.85000000e+02, -8.68867432e+02
4.86000000e+02, -8.68366272e+02
4.87000000e+02, -8.67865112e+02
4.88000000e+02, -8.67363892e+02
4.89000000e+02, -8.66862732e+02
4.90000000e+02, -8.66348206e+02
4.91000000e+02, -8.65831360e+02
4.92000000e+02, -8.65314575e+02
4.93000000e+02, -8.64797791e+02
4.94000000e+02, -8.64280884e+02
4.95000000e+02, -8.63820496e+02
4.96000000e+02, -8.63369141e+02
4.97000000e+02, -8.62917786e+02
4.98000000e+02, -8.62466370e+02
4.99000000e+02, -8.62014954e+02
5.00000000e+02, -8.61456421e+02
5.01000000e+02, -8.60881958e+02
5.02000000e+02, -8.60307495e+02
5.03000000e+02, -8.59733032e+02
5.04000000e+02, -8.59158630e+02
5.05000000e+02, -8.58451538e+02
5.06000000e+02, -8.57726196e+02
5.07000000e+02, -8.57000977e+02
5.08000000e+02, -8.56275696e+02
5.09000000e+02, -8.55550354e+02
5.10000000e+02, -8.54769897e+02
5.11000000e+02, -8.53982605e+02
5.12000000e+02, -8.53195190e+02
5.13000000e+02, -8.52407715e+02
5.14000000e+02, -8.51620361e+02
5.15000000e+02, -8.51184143e+02
5.16000000e+02, -8.50788452e+02
5.17000000e+02, -8.50392761e+02
5.18000000e+02, -8.49997070e+02
5.19000000e+02, -8.49601318e+02
5.20000000e+02, -8.49331787e+02
5.21000000e+02, -8.49075439e+02
5.22000000e+02, -8.48819214e+02
5.23000000e+02, -8.48562988e+02
5.24000000e+02, -8.48306641e+02
5.25000000e+02, -8.48054932e+02
5.26000000e+02, -8.47803650e+02
5.27000000e+02, -8.47552429e+02
5.28000000e+02, -8.47301086e+02
5.29000000e+02, -8.47049805e+02
5.30000000e+02, -8.46620911e+02
5.31000000e+02, -8.46177185e+02
5.32000000e+02, -8.45733459e+02
5.33000000e+02, -8.45289551e+02
5.34000000e+02, -8.44845825e+02
5.35000000e+02, -8.44616821e+02
5.36000000e+02, -8.44403687e+02
5.37000000e+02, -8.44190491e+02
5.38000000e+02, -8.43977417e+02
5.39000000e+02, -8.43764404e+02
5.40000000e+02, -8.45282043e+02
5.41000000e+02, -8.46911316e+02
5.42000000e+02, -8.48540588e+02
5.43000000e+02, -8.50169739e+02
5.44000000e+02, -8.51798950e+02
5.45000000e+02, -8.55736267e+02
5.46000000e+02, -8.59799500e+02
5.47000000e+02, -8.63862732e+02
5.48000000e+02, -8.67926086e+02
5.49000000e+02, -8.71989197e+02
5.50000000e+02, -8.73813660e+02
5.51000000e+02, -8.75534424e+02
5.52000000e+02, -8.77255066e+02
5.53000000e+02, -8.78976807e+02
5.54000000e+02, -8.80697815e+02
5.55000000e+02, -8.76911255e+02
5.56000000e+02, -8.72926147e+02
5.57000000e+02, -8.68941345e+02
5.58000000e+02, -8.64954285e+02
5.59000000e+02, -8.60968689e+02
5.60000000e+02, -8.79698608e+02
5.61000000e+02, -8.99039612e+02
5.62000000e+02, -9.18381104e+02
5.63000000e+02, -9.37731812e+02
5.64000000e+02, -9.57075562e+02
5.65000000e+02, -1.05615613e+03
5.66000000e+02, -1.15665125e+03
5.67000000e+02, -1.25714368e+03
5.68000000e+02, -1.35771265e+03
5.69000000e+02, -1.45914429e+03
5.70000000e+02, -1.48392334e+03
5.71000000e+02, -1.50891406e+03
5.72000000e+02, -1.53394666e+03
5.73000000e+02, -1.55895630e+03
5.74000000e+02, -1.58396570e+03


